CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Supervisor District,Neighborhood,Point,Source,Media URL
6359511,9/28/2016 9:40,10/1/2016 5:55,10/1/2016 5:55,Closed,Cancelled -  REQUEST SHOULD BE FORWARDED TO THE TREE INSPECTORS,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"65 HERMANN ST, SAN FRANCISCO, CA, 94102",8,Mint Hill,"(37.770613644081, -122.42615173177)",Web Self Service,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ebf27adf8624b637eb2af1/IMG_6014.JPG
5595538,2/23/2016 11:29,2/27/2016 7:32,2/27/2016 7:32,Closed,Case Completed - Cancelled:,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1514 28TH AVE, SAN FRANCISCO, CA, 94122",4,Outer Sunset,"(37.759072579639, -122.48632991017)",Voice In,
5595794,2/23/2016 12:23,2/24/2016 1:31,2/24/2016 1:31,Closed,Case Completed - Case Resolved: Small tree branch. No hazardous issue found.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2933 16TH ST, SAN FRANCISCO, CA, 94103",9,Mission,"(37.765028054098, -122.418230085378)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56ccbfafdf86d32d90fe8cff/photo_20160223_122217.jpg
6359776,9/28/2016 10:15,10/18/2016 4:53,10/18/2016 4:53,Closed,Case Resolved - city crews will clear sign,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,"1150 PRAGUE ST, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.710142424807, -122.438945480483)",Voice In,
6359993,9/28/2016 10:51,10/18/2016 4:31,10/18/2016 4:31,Closed,Case Resolved - Request Letter Sent.   sent letter to homeowner,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"5526 CALIFORNIA ST, SAN FRANCISCO, CA, 94121",1,Lake Street,"(37.784312360828, -122.476740406617)",Web Self Service,
5596628,2/23/2016 14:58,,3/2/2016 1:58,Open,accepted,DPW BUF Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 24TH ST and SHOTWELL ST,9,Mission,"(37.7524396693588, -122.415172254237)",Web Self Service,
6360500,9/28/2016 12:15,9/29/2016 12:40,9/29/2016 12:40,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Near_communication_line,Intersection of 25TH ST and POTRERO AVE,9,Potrero Hill,"(37.7517261336742, -122.406219473838)",Twitter,http://pic.twitter.com/35ZIgrnzXs
6360531,9/28/2016 12:21,9/28/2016 14:10,9/28/2016 14:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,Intersection of INNES AVE and NEWHALL ST,10,Bayview,"(37.7394219012374, -122.388834682257)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ec181bdf8624b637eb35ee/report.jpg
6361639,9/28/2016 15:58,10/31/2016 16:15,10/31/2016 16:15,Closed,Case Resolved - Will review with Stephen Keller.,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,Intersection of ALAMEDA ST and POTRERO AVE,10,Mission,"(37.7683537947628, -122.407813364052)",Web Self Service,
6362674,9/28/2016 23:02,10/18/2016 4:59,10/18/2016 4:59,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of PINE ST and OCTAVIA ST,5,Cathedral Hill,"(37.788786826575, -122.42705955778)",Voice In,
6362751,9/29/2016 0:54,9/29/2016 6:40,9/29/2016 6:40,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 25TH ST and POTRERO AVE,9,Potrero Hill,"(37.7517261336742, -122.406219473838)",Voice In,
5598930,2/24/2016 10:38,2/29/2016 1:53,2/29/2016 1:53,Closed,Case Completed - Case Resolved: do not understand request. have emailed customer for specific info and trees.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of BAY ST and MIDWAY ST,3,Fisherman's Wharf,"(37.8061317774861, -122.409487315474)",Voice In,
6363557,9/29/2016 9:34,,9/29/2016 10:10,Open,open,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,"2750 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,"(37.735346644135, -122.434053184185)",Voice In,
6363863,9/29/2016 10:21,10/18/2016 4:46,10/18/2016 4:46,Closed,Case Resolved - Request Letter Sent.   letter sent to homeowner,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"471 NOE ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.761505742843, -122.43265643466)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ed4d77df864ddb300a9f49/report.jpg
6363880,9/29/2016 10:23,10/18/2016 5:03,10/18/2016 5:03,Closed,Case Resolved - Request Letter Sent.   letter sent to homeowner one month ago,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"22 FORD ST, SAN FRANCISCO, CA, 94114",8,Castro,"(37.761983220345, -122.431862778555)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ed4e0ddf864ddb300a9f7e/report.jpg
6364039,9/29/2016 10:50,10/18/2016 4:47,10/18/2016 4:47,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of MISSION BAY SOUTH BLVD and TERRY A FRANCOIS BLVD,6,Mission Bay,"(37.770839114, -122.386450325)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ed544fdf864ddb300aa11a/report.jpg
6364270,9/29/2016 11:24,10/18/2016 5:06,10/18/2016 5:06,Closed,Case Resolved - Request Letter Sent.   letter sent to homeowner,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"2057 15TH ST, SAN FRANCISCO, CA, 94114",8,Mission Dolores,"(37.765924152429, -122.430264386206)",Open311,
6364439,9/29/2016 11:55,,9/29/2016 11:56,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"200 29TH ST, SAN FRANCISCO, CA, 94131",8,Noe Valley,"(37.743972239304, -122.424780185634)",Voice In,
6364536,9/29/2016 12:14,10/18/2016 5:05,10/18/2016 5:05,Closed,Case Resolved - Request Letter Sent.   letter sent to homeowner to backfill,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Backfill_tree_basin,"1097 HOWARD ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.778096112899, -122.40897942807)",Voice In,
5600320,2/24/2016 15:06,,3/8/2016 3:14,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"2601 MASON ST, SAN FRANCISCO, CA, 94133",3,Fisherman's Wharf,"(37.80778180434, -122.414171832933)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56ce3757df86d32d90feb67b/photo_20160224_150451.jpg
6364716,9/29/2016 12:52,10/1/2016 5:40,10/1/2016 5:40,Closed,Cancelled -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"115 FREDERICK ST, SAN FRANCISCO, CA, 94117",8,Buena Vista,"(37.767219380454, -122.445352654661)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ed710cdf864ddb300aa6af/report.jpg
6364766,9/29/2016 13:06,,12/17/2016 0:31,Open,accepted,RPD GGP Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 38TH AVE and LINCOLN WAY,1,Outer Sunset,"(37.7645446404049, -122.497616138708)",Web Self Service,
6364798,9/29/2016 13:14,10/18/2016 5:04,10/18/2016 5:04,Closed,Case Resolved -   Notes:Closed By CMMS SO 595140.   BUF Action:Backfill/Adjust. date completed - 10/14/2016.     Notes:Closed By CMMS SO 595140from CMMS: .   BUF Action:Backfill/Adjust. date completed - 10/14/2016.,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Backfill_tree_basin,Intersection of 23RD ST and MISSION ST,9,Mission,"(37.7538365886252, -122.418593918341)",Voice In,
6364873,9/29/2016 13:27,10/18/2016 4:37,10/18/2016 4:37,Closed,Case Resolved - Please come back to us with better information regarding the tree in question. I have checked the trees on Golden Gate and Van Ness and cannot locate the tree you refer to.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of GOLDEN GATE AVE and VAN NESS AVE,6,Cathedral Hill,"(37.7810307026118, -122.420439600402)",Open311,
6365544,9/29/2016 15:27,10/10/2016 10:10,10/10/2016 10:10,Closed,Cancelled -  Thank you for providing the Service Order requesting weeding of the fence line along this area. This area is not under the care and maintenance of Public Works. Please forward to the correct property owner. Maintenance responsibility is under the care and maintenance the adjacent property owners half way into the open space. Thank you.,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Weeding,"94 CHICAGO WAY, SAN FRANCISCO, CA, 94112",11,Crocker Amazon,"(37.71095128233, -122.430027387473)",Voice In,
6366049,9/29/2016 17:38,,9/29/2016 18:34,Open,sent,RPD GGP Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,Intersection of FELL ST and MASONIC AVE,5,Panhandle,"(37.772995393195, -122.445902195687)",Voice In,
6366918,9/30/2016 7:51,10/18/2016 5:11,10/18/2016 5:11,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,Intersection of HARRISON ST and 20TH ST,9,Mission,"(37.759028141057, -122.412500809808)",Voice In,
6368014,9/30/2016 11:15,9/30/2016 13:55,9/30/2016 13:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,About_to_fall,"2505 3RD ST, SAN FRANCISCO, CA, 94107",10,Bret Harte,"(37.718208430114, -122.398273402721)",Voice In,
6368146,9/30/2016 11:34,10/18/2016 5:14,10/18/2016 5:14,Closed,Case Resolved - contacted applicant. permit application submitted.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"336 JUDAH ST, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.762339058236, -122.465952596955)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57eeb024df864ddb300ac66b/report.jpg
6368212,9/30/2016 11:44,10/18/2016 5:14,10/18/2016 5:14,Closed,Case Resolved - Tree limb removed    Notes:Tree requires pruning to clean limb failure .   BUF Action:Inspect. date completed - 10/11/2016.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Other_enter_additional_details_below,"140 GRANT AVE, SAN FRANCISCO, CA, 94108",3,Downtown / Union Square,"(37.788323713115, -122.404984254631)",Voice In,
6369398,9/30/2016 15:25,10/18/2016 5:45,10/18/2016 5:45,Closed,Case Resolved - sent request to cement shop to pave,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"47 MCALLISTER ST, SAN FRANCISCO, CA, 94102",6,Civic Center,"(37.780937519369, -122.413152990867)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57eee64ddf864ddb300ad43b/report.jpg
6369419,9/30/2016 15:30,10/18/2016 5:47,10/18/2016 5:47,Closed,Case Resolved - request is in CMMS,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"995 MARKET ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.782230379697, -122.409956726171)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57eee765df864ddb300ad45f/report.jpg
6369912,9/30/2016 16:54,10/18/2016 16:11,10/18/2016 16:11,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2 MEDA AVE, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.723400210654, -122.44099839059)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57eefb3edf864ddb300ad69a/report.jpg
6370016,9/30/2016 17:21,10/18/2016 5:47,10/18/2016 5:47,Closed,Case Resolved - no branch found along 1550,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1550 SUTTER ST, SAN FRANCISCO, CA, 94109",5,Cathedral Hill,"(37.787131629995, -122.425899612457)",Web Self Service,
6370271,9/30/2016 18:35,10/18/2016 5:39,10/18/2016 5:39,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,Intersection of SUTTER ST and OCTAVIA ST,5,Japantown,"(37.7869245189467, -122.426666837569)",Voice In,
6370362,9/30/2016 19:23,10/18/2016 5:45,10/18/2016 5:45,Closed,Case Resolved - branch removed.    Notes:limb failure. tree can be sustained. recommend pruning in 1-3 years..   BUF Action:Inspect. date completed - 10/4/2016.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1600 SUTTER ST, SAN FRANCISCO, CA, 94109",5,Japantown,"(37.787023676752, -122.426990249316)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57ef1e0edf864ddb300ad9ab/photo_20160930_192253.jpg
6370399,9/30/2016 19:52,10/18/2016 5:39,10/18/2016 5:39,Closed,Case Resolved - 1098,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of MISSION ST and 21ST ST,9,Mission,"(37.7570353263749, -122.418901070709)",Voice In,
6371191,10/1/2016 10:08,10/21/2016 13:55,10/21/2016 13:55,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Shrubbery_blocking_visibility,"247 WILSON ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,"(37.709238793316, -122.461601891228)",Voice In,
6371574,10/1/2016 12:22,10/18/2016 5:42,10/18/2016 5:42,Closed,Case Resolved - Request Letter Sent.   second notice sent    Notes:trees need pruned for clearance.   BUF Action:Inspect. date completed - 10/3/2016.,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"628 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110",10,Mission,"(37.761395451748, -122.408335669726)",Open311,
6372612,10/1/2016 18:31,10/18/2016 5:40,10/18/2016 5:40,Closed,Case Resolved - Request Letter Sent.   letter sent to homeowner to remove nails     Notes:Letter created.   BUF Action:Inspect. date completed - 10/4/2016.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"58 LIBERTY ST, SAN FRANCISCO, CA, 94110",8,Dolores Heights,"(37.757728752534, -122.422427775911)",Open311,
6373252,10/2/2016 7:45,10/17/2016 23:24,10/17/2016 23:24,Closed,Case Resolved - Tree limb  has been removed,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of GRANT AVE and MAIDEN LN,3,Downtown / Union Square,"(37.7882303810389, -122.405131325744)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f11d8bdf864ddb300af6dd/report.jpg
6373318,10/2/2016 8:37,10/26/2016 6:10,10/26/2016 6:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Landscaping,Other,"1015 CAROLINA ST, SAN FRANCISCO, CA, 94107",10,Potrero Hill,"(37.75582313302, -122.399594440434)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f129a0df864ddb300af76d/report.jpg
5607145,2/26/2016 14:41,6/30/2016 2:37,6/30/2016 2:37,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Sprinkler_system_issues,Intersection of OCTAVIA ST and PAGE ST,5,Lower Haight,"(37.7738892157624, -122.423947094103)",Voice In,
5607492,2/26/2016 15:49,,2/26/2016 15:49,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"55 JONES ST, SAN FRANCISCO, CA, 94102",6,Tenderloin,"(37.781640506389, -122.412200101171)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d0e480df86ac4353fafe3d/report.jpg
6373911,10/2/2016 12:13,10/2/2016 15:16,10/2/2016 15:16,Closed,Case Resolved - RPD has responded,RPD NSA Queue,Tree Maintenance,Trees - Damaging_Property,Property_damage,"GGP Petanque Courts, , SAN FRANCISCO, CA, 94122",1,Golden Gate Park,"(37.771064092, -122.4983742)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f15c47df864ddb300afe8f/report.jpg
6375796,10/3/2016 8:22,10/17/2016 23:18,10/17/2016 23:18,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,Intersection of 18TH AVE and IRVING ST,4,Inner Sunset,"(37.7636087852147, -122.476054338303)",Voice In,
6376036,10/3/2016 9:02,10/17/2016 23:18,10/17/2016 23:18,Closed,Case Resolved - Request Letter Sent.   the address is 1311. no tree ifo 1315.  this is not a city maintained tree. private. letter sent    Notes:Tree recommended for routine prune.   BUF Action:Inspect. date completed - 10/4/2016.     Notes:Tree recommended for routine prune. sidewalk and street clearance.   BUF Action:Inspect. date completed - 10/4/2016.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1321 6TH AVE, SAN FRANCISCO, CA, 94122",5,Inner Sunset,"(37.763775339869, -122.463212485278)",Web Self Service,
5609978,2/27/2016 17:05,3/11/2016 11:10,3/11/2016 11:10,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Restake_tree,"506 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,Mission Dolores,"(37.762939023834, -122.424124677026)",Voice In,
6376836,10/3/2016 10:45,10/17/2016 23:17,10/17/2016 23:17,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_sidewalk,"533 DELLBROOK AVE, SAN FRANCISCO, CA, 94131",7,Clarendon Heights,"(37.75569067015, -122.453899467074)",Voice In,
6376983,10/3/2016 11:01,10/17/2016 22:43,10/17/2016 22:43,Closed,Case Resolved - Request Letter Sent.   dead tree. privately maintained. letter sent    Notes:dead dying tree.   BUF Action:Inspect. date completed - 10/4/2016.,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of MCCORMICK ST and MORRELL PL,3,Nob Hill,"(37.7953600854975, -122.419115744632)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f29ce8df864ddb300b1bf4/report.jpg
6377714,10/3/2016 12:52,12/28/2016 8:55,12/28/2016 8:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Other_enter_additional_details_below,"1200 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94115",6,Civic Center,"(37.781420932637, -122.417025319144)",Voice In,
6378714,10/3/2016 15:27,10/18/2016 16:11,10/18/2016 16:11,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"294 DELANO AVE, SAN FRANCISCO, CA, 94112",11,Mission Terrace,"(37.7243488059, -122.442557032141)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f2db46df864ddb300b2dc3/report.jpg
5611838,2/28/2016 14:50,6/18/2016 11:24,6/18/2016 11:24,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"1362 POST ST, SAN FRANCISCO, CA, 94109",2,Cathedral Hill,"(37.786336225465, -122.424616180578)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d3799fdf86ac4353fb28e3/report.jpg
6378923,10/3/2016 16:07,,10/3/2016 16:11,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"1324 HAIGHT ST, SAN FRANCISCO, CA, 94117",5,Haight Ashbury,"(37.770502318113, -122.444152425861)",Voice In,
6379982,10/4/2016 5:42,10/17/2016 7:10,10/17/2016 7:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"495 MOSCOW ST, SAN FRANCISCO, CA, 94112",11,Excelsior,"(37.719751866423, -122.428580700976)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f3a3b1df86995f492d84e9/report.jpg
6380371,10/4/2016 8:33,10/11/2016 7:10,10/11/2016 7:10,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_street_lights,Intersection of CORNWALL ST and 5TH AVE,1,Inner Richmond,"(37.7848557859759, -122.463483150364)",Voice In,
5614410,2/29/2016 12:08,3/10/2016 10:59,3/10/2016 10:59,Closed,"Case Resolved -  Request closed by SES .  Notes = ""  Notes:tree requires pruning for street light.   BUF Action:Inspect. date completed - 3/10/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_street_lights,Intersection of VALLEJO ST and POLK ST,3,Polk Gulch,"(37.7968998104606, -122.421960903125)",Voice In,
6380918,10/4/2016 9:51,,10/4/2016 9:51,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"145 10TH ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.774788459679, -122.415028196399)",Web Self Service,
6380985,10/4/2016 10:00,10/12/2016 10:55,10/12/2016 10:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Fallen_tree,"658 MARKET ST, SAN FRANCISCO, CA, 94104",3,Downtown / Union Square,"(37.788464332474, -122.402949957223)",Voice In,
5615243,2/29/2016 14:49,,3/3/2016 11:56,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of FOLSOM ST and LANGTON ST,6,South of Market,"(37.7763183551241, -122.408379942074)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d4caf1df86ac4353fb466d/photo_20160229_144843.jpg
6381459,10/4/2016 11:01,10/17/2016 22:33,10/17/2016 22:33,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Hanging_limb,Intersection of FREDERICK ST and CLAYTON ST,5,Cole Valley,"(37.7670065445098, -122.448013206611)",Voice In,
6381746,10/4/2016 11:41,10/20/2016 15:16,10/20/2016 15:16,Closed,Case Resolved - Request Letter Sent.,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 9TH ST and HARRISON ST,6,South of Market,"(37.7725265076671, -122.410076815302)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f3f7cddf86995f492d96c1/report.jpg
5615714,2/29/2016 16:03,3/10/2016 11:00,3/10/2016 11:00,Closed,"Case Resolved -  Request closed by SES .  Notes = ""  Notes:third notice.   BUF Action:Inspect. date completed - 3/10/2016. "".",DPW Ops Queue,Tree Maintenance,Trees - Tree_Other,Other,"2345 POLK ST, SAN FRANCISCO, CA, 94109",3,Polk Gulch,"(37.798392063094, -122.422400636861)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d4dc55df86ac4353fb4be6/report.jpg
5615741,2/29/2016 16:07,,3/4/2016 1:08,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,Intersection of KITTREDGE TER and TURK BLVD,1,Lone Mountain,"(37.7781645897645, -122.450654749911)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d4dd3fdf86ac4353fb4c2e/report.jpg
5615773,2/29/2016 16:12,6/29/2016 9:58,6/29/2016 9:58,Closed,Case Resolved - SES Graffiti Crew  - Steam Clean - Misc - Other Work,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2445 TURK BLVD, SAN FRANCISCO, CA, 94118",1,Lone Mountain,"(37.778409889706, -122.448388013617)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d4de4edf86ac4353fb4cc6/report.jpg
6382000,10/4/2016 12:31,10/17/2016 23:04,10/17/2016 23:04,Closed,Case Resolved - duplicate,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"1239 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.776847789025, -122.413855926638)",Web Self Service,
5615904,2/29/2016 16:37,9/21/2016 11:01,9/21/2016 11:01,Closed,Case Resolved -,DPW BUF Queue,Tree Maintenance,Trees - Landscaping,Lawn_mowing,Intersection of SUNSET BLVD and IRVING ST,4,Outer Sunset,"(37.7627350040663, -122.495877183056)",Voice In,
6382095,10/4/2016 12:51,10/17/2016 22:32,10/17/2016 22:32,Closed,Case Resolved - Request Letter Sent.   private. letter sent,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"235 GEARY ST, SAN FRANCISCO, CA, 94102",3,Downtown / Union Square,"(37.787358985247, -122.407242335319)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f40820df86995f492d9a5a/report.jpg
6382075,10/4/2016 12:46,12/23/2016 9:55,12/23/2016 9:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,"1600 MISSION ST, SAN FRANCISCO, CA, 94103",6,South of Market,"(37.772296038628, -122.419188378575)",Web Self Service,
5616296,2/29/2016 18:22,6/29/2016 10:13,6/29/2016 10:13,Closed,Case Resolved - SES Graffiti Crew  - Steam Clean - Misc - Other Work,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"2829 TURK BLVD, SAN FRANCISCO, CA, 94118",1,Lone Mountain,"(37.777750608637, -122.451981790161)",Voice In,http://mobile311.sfgov.org/media/san_francisco/report/photos/56d4dcd4df86ac4353fb4c10/report.jpg
5616444,2/29/2016 19:10,,3/7/2016 12:00,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Pruning_request,Intersection of 28TH AVE and IRVING ST,4,Outer Sunset,"(37.7631369134784, -122.486770402073)",Voice In,
6383010,10/4/2016 15:17,10/26/2016 12:10,10/26/2016 12:10,Closed,Case Resolved - Will review if fine is to be issued at office. s.stacy,DPW Ops Queue,Tree Maintenance,Trees - Damaged_Tree,Damaged_vandalism,"637 ANDOVER ST, SAN FRANCISCO, CA, 94110",9,Bernal Heights,"(37.735561326812, -122.416621320106)",Open311,http://mobile311.sfgov.org/media/san_francisco/report/photos/57f42a8adf86995f492da25b/photo_20161004_132734.jpg
6383458,10/4/2016 16:39,10/5/2016 13:15,10/5/2016 13:15,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 41ST AVE and QUINTARA ST,4,Outer Sunset,"(37.7476046518186, -122.499654272483)",Voice In,
6383485,10/4/2016 16:43,10/5/2016 12:55,10/5/2016 12:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 43RD AVE and ANZA ST,1,Sutro Heights,"(37.7772872529984, -122.503880732344)",Voice In,
6383495,10/4/2016 16:45,10/5/2016 12:55,10/5/2016 12:55,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 43RD AVE and ANZA ST,1,Sutro Heights,"(37.7772872529984, -122.503880732344)",Voice In,
6383509,10/4/2016 16:46,10/5/2016 13:00,10/5/2016 13:00,Closed,Case Resolved -,DPW Ops Queue,Tree Maintenance,Trees - Overgrown_Tree,Blocking_signs,Intersection of 43RD AVE and GEARY BLVD,1,Sutro Heights,"(37.7792085779433, -122.504020481231)",Voice In,
